LeadID,CreatedAt,UpdatedAt,FirstContactAt,ConvertedAt,Phone,Country,Region,City,PreferredLanguage,CourseID,CourseNameRaw,ManagerID,LeadStatus,LeadStage,LeadTemperature,LeadScore,Source,Medium,Campaign,Content,Term,LandingPage,DeviceType,ReferrerDomain,FirstTouchSource,LastTouchSource,ExpectedCoursePrice,ExpectedCurrency,DiscountRequested,IsDuplicateCandidate,FullName_en,ManagerNameRaw_en,Email_en
LEAD0028478,2025-02-02 16:36:21,2025-02-18 17:06:09,2025-02-02 17:26:56,2025-02-16 03:06:09,+420673675291,Czech Republic,Prague Region,Prague,CS,CRS0010,Python,MGR0007,WON,Успешно реализовано,WARM,32,email,email,quiz_270125,ad_2,nan,/ua/python,DESKTOP,nan,email,Email,26890.0,CZK,True,True,Kira Ґalaґan,Orest K.,kira.ґalaґan9360@yahoo.com
LEAD0028479,2025-02-02 16:50:04,2025-03-02 14:01:11,2025-03-02 03:01:11,,+380667432087,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0011,QA Automation,MGR0007,LOST,Закрыто и не реализовано (перестал брать трубку),HOT,61,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,linkedin,26240.0,UAH,True,True,Erіka Tsarenko,Orest K.,erіka.tsarenko9846.gmail.com
LEAD0028480,2025-02-02 16:54:06,2025-05-02 12:54:06,,,+380222390291,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0005,Front-End,MGR0004,LOST,Закрыто и не реализовано (не актуально),WARM,26,email,email,52635795949090,ad_4,nan,/ua/frontend,DESKTOP,nan,email,email,27240.0,UAH,True,True,Valentina Benitez,Vasyl F.,valentina.benitez3452@gmail.com
LEAD0028481,2025-02-02 17:28:51,2025-03-02 00:56:20,2025-02-02 23:56:20,,+380263729376,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0006,FullStack Java,MGR0007,LOST,Закрыто и не реализовано (не актуально),COLD,15,google,cpc,Search - Brand - Ukraine,ad_5,kw_0,/ua/fullstack,MOBILE,google.com,google,google,41280.0,UAH,True,True,Svjatopolk Kreczmer,Orest K.,svjatopolk.kreczmer2455@ukr.net
LEAD0028482,2025-02-02 17:55:17,2025-04-02 11:36:53,2025-03-02 05:36:53,,+380151269951,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0005,Front-End,MGR0004,IN PROGRESS,Принимает решение,WARM,39,direct,notset,,nan,nan,/ua/frontend,MOBILE,nan,direct,Direct,27150.0,UAH,True,True,Victor Sergeeva,Vasyl F.,victor.sergeeva3000@ukr.net
LEAD0028483,2025-02-02 17:58:16,2025-03-02 21:26:07,2025-03-02 04:26:07,,+420761471567,Czech Republic,Brno Region,Brno,EN,CRS0015,Data Analytics (Free Intro),MGR0006,LOST,Закрыто и не реализовано (нет нужного курса),HOT,65,direct,notset,,nan,nan,/ua/data-analytics,MOBILE,nan,direct,direct,0.0,CZK,True,True,Ryszard Koshelev,John Z.,ryszard.koshelev6224@icloud.com
LEAD0028484,2025-02-02 18:13:48,2025-03-02 01:44:24,2025-02-02 19:44:24,,+380396552837,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0006,FullStack Java,MGR0007,LOST,Закрыто и не реализовано (перестал брать трубку),COLD,21,chatgpt.com,referral,Search - QA - EU,ad_8,nan,/ua/fullstack,MOBILE,chatgpt.com,chatgpt.com,chatgpt.com,40490.0,UAH,True,True,Ian Dahno,Orest K.,ian.dahno1099@ukr.net
LEAD0028485,2025-02-02 18:16:12,2025-02-18 12:09:33,2025-02-02 00:00:00,2025-02-17 21:09:33,+7558604831,Kazakhstan,Almaty Region,Almaty,RU,CRS0008,IT Start (Free),MGR0004,WON,Успешно реализовано,COLD,37,facebook,cpc,52635795949090,ad_9,kw_4,/ua/start,DESKTOP,facebook.com,meta,perplexity,0.0,USD,True,True,Danila Telіzhenko,Vasyl F.,danila.telіzhenko6877@gmail.com
LEAD0028486,2025-02-02 18:31:00,2025-04-02 23:41:01,2025-03-02 02:41:01,,+7481839700,Kazakhstan,Astana Region,Astana,KK,CRS0006,FullStack Java - online,MGR0003,CLOSED,Закрыто и не реализовано (недозвон),COLD,13,organic,organic,,nan,nan,/ua/fullstack,DESKTOP,google.com,organic,organic,36830.0,USD,True,True,Kaja Gordon,Oksana B.,kaja.gordon538@ukr.net
LEAD0028487,2025-02-02 18:55:20,2025-04-02 21:39:55,2025-03-02 19:39:55,,+380132332606,Ukraine,Odesa Oblast,Odessa,UA,CRS0012,QA,MGR0005,LOST,Закрыто и не реализовано (не актуально),WARM,49,google,cpc,ai_web_v1,ad_11,kw_6,/ua/qa,MOBILE,google.com,google,google,34110.0,UAH,True,True,Jakіv Antoń,Ilarion D.,jakіv.antoń4386@gmail.com
LEAD0028488,2025-02-02 19:08:03,2025-06-02 03:07:09,2025-03-02 06:07:09,,+380547706203,Ukraine,Odesa Oblast,Odessa,UA,CRS0012,QA,MGR0005,LOST,Закрыто и не реализовано (не актуально),COLD,9,instagram,cpc,Search - QA - EU,ad_12,kw_7,/ua/qa,DESKTOP,instagram.com,instagram,instagram,30080.0,UAH,True,True,Shawn Tret'Jakova,Ilarion D.,shawn.tret'jakova8248@icloud.com
LEAD0028489,2025-02-02 19:19:04,2025-02-24 09:01:50,2025-03-02 03:59:35,2025-02-22 04:01:50,notset,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0008,IT Start (Free),MGR0006,WON,Успешно реализовано,WARM,48,organic,organic,,nan,nan,/ua/start,MOBILE,google.com,organic,organic,0.0,UAH,True,True,Onisim Martinez,John Z.,onisim.martinez5812@gmail.com
LEAD0028490,2025-02-02 19:41:17,2025-03-30 00:00:00,2025-03-02 18:11:23,2025-11-03 20:54:38,+380311836751,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0012,QA,MGR0006,WON,Успешно реализовано,WARM,0,instagram,cpc,pmax_bezkoshtovnij_kurs_z_data_analitiki_ua,ad_14,kw_9,/ua/qa,DESKTOP,instagram.com,instagram,telegram,30340.0,UAH,True,True,Volodimir Goloborod'Ko,John Z.,volodimir.goloborod'ko5319@gmail.com
LEAD0028491,2025-02-02 20:12:09,2025-05-02 02:48:21,2025-02-02 23:48:21,,+380055842202,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0012,QA,MGR0003,IN PROGRESS,"ЯЩ (я еще горячий, но уже остываю)",WARM,39,google,cpc,52668241941290,ad_15,kw_10,/ua/qa,DESKTOP,google.com,google,google,31730.0,UAH,True,True,Lisa Lewis,Oksana B.,lisa.lewis2986@gmail.com
LEAD0028492,2025-02-02 20:13:27,2025-06-02 22:34:02,2025-03-02 23:34:02,,+380089149099,Ukraine,Lviv Oblast,Lviv,UA,CRS0014,AI Automation Bundle,MGR0006,IN PROGRESS,Приглашен на ивент,WARM,66,instagram,cpc,search_kursy_eu,ad_16,kw_11,/ua/ai-automation,DESKTOP,instagram.com,instagram,perplexity,21540.0,UAH,True,True,Mihajlo Bennett,John Z.,mihajlo.bennett4914@yahoo.com
LEAD0028493,2025-02-02 21:11:40,2025-04-02 02:49:40,2025-03-02 05:49:40,,+380665764874,Ukraine,Lviv Oblast,Lviv,UA,CRS0003,DevOps,MGR0007,LOST,Закрыто и не реализовано,WARM,43,facebook,cpc,Search - Курс Web Design - Ukraine NEW,ad_17,kw_12,/ua/devops,MOBILE,facebook.com,meta,meta,53030.0,UAH,True,True,Witold Pahomova,Orest K.,witold.pahomova4000@gmail.com
LEAD0028494,2025-02-02 21:34:24,2025-04-02 06:35:45,2025-03-02 01:35:45,,+380170759153,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0004,Exceel,MGR0006,LOST,Закрыто и не реализовано (неправильный номер),COLD,18,instagram,cpc,Search - QA - Ukraine,ad_18,kw_13,/ua/excel,MOBILE,instagram.com,instagram,instagram,9160.0,UAH,True,True,Jennifer Brown,John Z.,jennifer.brown5693@icloud.com
LEAD0028495,2025-02-02 22:01:16,2025-04-02 00:15:55,2025-03-02 07:15:55,,+380455561814,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0016,Python Developer,MGR0006,LOST,Закрыто и не реализовано (наберет сам если решит),COLD,0,direct,notset,,nan,nan,/ua/python,MOBILE,nan,direct,direct,31080.0,UAH,True,True,Maksymilian Kupaj,John Zz.,maksymilian.kupaj9707@icloud.com
LEAD0028496,2025-02-02 22:29:38,2025-02-15 04:55:26,2025-03-02 05:33:27,2025-12-02 09:55:26,+380288258849,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0008,IT Start Online - Free Course,MGR0003,WON,Успешно реализовано,WARM,59,facebook,cpc,Search- Курс AI - RU,ad_2,kw_15,/ua/start,DESKTOP,facebook.com,meta,organic,0.0,UAH,True,True,Shelby Il'Ina,Oksana B.,shelby.il'ina4980@yahoo.com
LEAD0028497,2025-03-02 00:04:55,2025-02-24 09:46:11,2025-03-02 13:17:43,,+380919687412,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0003,DevOps,MGR0007,WON,Успешно реализовано,WARM,54,facebook,cpc,search - Курс data analytics - ukraine,ad_3,kw_16,/ua/devops,DESKTOP,facebook.com,meta,meta,48840.0,UAH,True,True,Borys Alexander,Orest K.,borys.alexander5143@gmail.com
LEAD0028498,2025-03-02 00:15:11,2025-03-02 00:00:00,2025-03-02 19:11:00,,+48410884267,Poland,Warsaw Region,Warsawa,UA,CRS0014,AI Automation Bundle,MGR0005,LOST,Закрыто и не реализовано (купил у конкурентов),WARM,40,google,cpc,all,ad_4,kw_17,/ua/ai-automation,DESKTOP,google.com,google,google,23040.0,PLN,True,True,Kornelia Szczechowicz,Ilarion D.,kornelia.szczechowicz3945@icloud.com
LEAD0028499,2025-03-02 00:39:36,2025-03-13 19:14:31,2025-03-02 05:59:37,2025-12-03 16:14:31,+380560458136,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0002,Data Analytics - online,MGR0004,WON,Успешно реализовано,HOT,66,referral,referral,,nan,nan,/ua/data-analytics,DESKTOP,prog.academy,referral,referral,38630.0,UAH,True,True,Douglas Marosz,Vasyl F.,douglas.marosz6796@gmail.com
LEAD0028500,2025-03-02 00:56:02,2025-04-02 20:57:30,2025-03-02 10:57:30,,+420726017614,Czech Republic,Prague Region,Prague,EN,CRS0001,AI Automation,MGR0006,LOST,Закрыто и не реализовано (недозвон),COLD,29,google,cpc,all_180124,ad_6,kw_19,/ua/ai-automation,MOBILE,google.com,google,google,35810.0,CZK,True,True,Nan,John Z.,oles'.hernandez9906@gmail.com
LEAD0028501,2025-03-02 00:00:00,2025-02-10 00:00:00,,2025-07-02 21:11:35,+49289866898,Germany,Munich Region,Munchen,DE,CRS0013,Web Design,MGR0006,WON,Успешно реализовано,HOT,77,google,cpc,search - Курс data analytics - ukraine,ad_7,kw_20,/ua/frontend,DESKTOP,google.com,google,perplexity,27970.0,EUR,True,True,Anita Farenjuk,John Z.,anita.farenjuk5953@ukr.net
LEAD0028502,2025-02-03 00:00:00,2025-12-03 23:19:57,2025-03-02 08:09:45,2025-11-03 00:19:57,notset,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0006,FullStack Java,MGR0004,WON,Успешно реализовано,HOT,70,perplexity,referral,search_kursy_ua,ad_8,nan,/ua/fullstack,MOBILE,perplexity.ai,perplexity,perplexity,39830.0,UAH,True,True,Volodimir Hristenko,Vasyl F.,volodimir.hristenko6729@gmail.com
LEAD0028503,2025-03-02 03:29:09,2025-02-25 07:37:25,2025-03-02 05:53:21,2025-02-24 09:37:25,+380610541221,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0015,Data Analytics (Free Intro),MGR0004,WON,Успешно реализовано,HOT,74,facebook,cpc,ai-web-v2,ad_9,kw_22,/ua/data-analytics,DESKTOP,facebook.com,meta,meta,0.0,UAH,True,True,Nan,Vasyl F.,feliks.muhina6647@gmail.com
LEAD0028504,2025-03-02 03:43:19,2025-02-16 20:48:37,2025-04-02 10:51:05,2025-02-14 04:48:37,+380885661489,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0015,Data Analytics (Free Intro),MGR0006,WON,Успешно реализовано,COLD,21,email,email,search_kursс_data_analytics_ukraine,ad_10,nan,/ua/data-analytics,MOBILE,nan,email,email,0.0,UAH,True,True,Leonard Molina,John Z.,leonard.molina3012@outlook.com
LEAD0028505,2025-03-02 05:06:30,2025-05-02 07:30:24,2025-03-02 05:30:24,,+380237972065,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0008,IT Start (Free),MGR0007,LOST,Закрыто и не реализовано (нет нужного курса),WARM,31,direct,notset,,nan,nan,/ua/start,DESKTOP,nan,direct,direct,0.0,UAH,True,True,Foka Białczyk,Orest K.,foka.białczyk8217@gmail.com
LEAD0028506,2025-03-02 05:28:21,2025-04-02 03:28:21,,,+420780459011,Czech Republic,Prague Region,Prague,EN,CRS0008,IT Start (Free),MGR0003,LOST,Закрыто и не реализовано (купил у конкурентов),COLD,37,referral,referral,,nan,nan,/ua/start,MOBILE,prog.academy,referral,Referral,0.0,CZK,True,True,Vlas Madura,Oksana B.,vlas.madura1538@yahoo.com
LEAD0028507,2025-02-03 00:00:00,2025-02-25 15:04:03,2025-03-02 09:39:51,2025-02-23 14:04:03,+380347983411,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0003,DevOps,MGR0007,WON,Успешно реализовано,HOT,86,facebook,cpc,da_free,ad_13,kw_26,/ua/devops,DESKTOP,facebook.com,meta,meta,51920.0,UAH,True,True,James Hutchinson,Orest .,james.hutchinson3844@gmail.com
LEAD0028508,2025-03-02 06:08:41,2025-04-02 01:14:59,2025-03-02 11:14:59,,+420357579594,Czech Republic,Brno Region,Brno,CS,CRS0014,AI Automation Bundle,MGR0003,LOST,Закрыто и не реализовано (дорого),WARM,0,google,cpc,Search- Курс AI - RU,ad_14,kw_27,/ua/ai-automation,MOBILE,google.com,google,google,21530.0,CZK,True,True,Nazar Rubets',Oksana B.,nazar.rubets'559@yahoo.com
LEAD0028509,2025-03-02 06:34:55,2025-04-02 20:02:08,2025-03-02 10:02:08,,+380808663808,Ukraine,Odesa Oblast,Odessa,RU,CRS0016,Python Developer,MGR0004,IN PROGRESS,Заявка,WARM,39,google,cpc,Search- Курс AI - RU,ad_15,kw_28,/ua/python,MOBILE,google.com,google,google,29390.0,UAH,True,True,Seliverst Cunningham,Vasyl F.,seliverst.cunningham878@yahoo.com
LEAD0028510,2025-03-02 06:42:48,2025-06-02 05:48:53,2025-03-02 14:48:53,,+48698944657,Poland,Krakow Region,Krakow,PL,CRS0012,QA,MGR0003,IN PROGRESS,Принимает решение,COLD,1,facebook,cpc,ai_0526,ad_16,kw_29,/ua/qa,MOBILE,facebook.com,meta,meta,30710.0,PLN,True,True,Klara Noskova,Oksana B.,klara.noskova7184@gmail.com
LEAD0028511,2025-03-02 07:26:47,2025-06-02 01:17:53,2025-03-02 10:17:53,,+48076725328,Poland,Krakow Region,Krakow,PL,CRS0015,Data Analytics (Free Intro),MGR0004,IN PROGRESS,Принимает решение,COLD,28,telegram,broadcast,Search- Курс AI - RU,ad_17,nan,/ua/data-analytics,MOBILE,t.me,telegram,telegram,0.0,PLN,True,True,Błażej Daragan,Vasyl F.,błażej.daragan1478@gmail.com
LEAD0028512,2025-03-02 07:40:54,2025-06-02 16:34:22,2025-04-02 02:34:22,,+49946231572,Germany,Munich Region,Munchen,DE,CRS0012,QA,MGR0006,LOST,Закрыто и не реализовано (нет нужного курса),HOT,44,facebook,cpc,52635795949090,ad_18,kw_31,/ua/qa,MOBILE,facebook.com,meta,meta,33290.0,EUR,True,True,Vladislav Zubowicz,John Z.,vladislav.zubowicz5703@ukr.net
LEAD0028513,2025-03-02 07:43:07,2025-04-02 04:23:50,2025-03-02 15:23:50,,+380299327471,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0011,QA Automation,MGR0007,IN PROGRESS,Заявка,WARM,65,facebook,cpc,search - brand - ukraine,ad_1,kw_32,/ua/qa,MOBILE,facebook.com,meta,meta,27670.0,UAH,True,True,Daniel Evans,Orest K.,daniel.evans3480@yahoo.com
LEAD0028514,2025-03-02 07:47:18,2025-04-02 19:40:05,2025-03-02 08:40:05,,+49489829994,Germany,Hamburg Region,Hamburg,DE,CRS0016,Python Developer,MGR0004,LOST,Закрыто и не реализовано (перестал отвечать в чате),COLD,31,instagram,cpc,pmax_python_eu,ad_2,kw_33,/ua/python,MOBILE,instagram.com,instagram,instagram,29070.0,EUR,True,True,Mike Bullock,Vasyl F.,mike.bullock7860@outlook.com
LEAD0028515,2025-03-02 08:02:16,2025-05-02 11:21:44,2025-03-02 21:21:44,,+380466072599,Ukraine,Odesa Oblast,Odessa,UA,CRS0016,python,MGR0006,LOST,Закрыто и не реализовано,COLD,44,facebook,cpc,qa_060426,ad_3,kw_34,/ua/python,MOBILE,facebook.com,meta,DIRECT,27810.0,UAH,True,True,Josip Ershov,John Z.,josip.ershov5059@yahoo.com
LEAD0028516,2025-03-02 08:21:38,2025-05-02 23:53:55,2025-03-02 11:53:55,,+1583956757,United States,Austin Region,Austin,EN,CRS0016,python,MGR0005,LOST,Закрыто и не реализовано,HOT,52,facebook,cpc,AI_WEB_V1,ad_4,kw_35,/ua/python,MOBILE,facebook.com,meta,meta,29100.0,USD,True,True,Feofan Voronov,Ilarino D.,feofan.voronov7176@ukr.net
LEAD0028517,2025-03-02 00:00:00,2025-04-02 16:59:44,2025-03-02 08:59:44,,+380843401890,Ukraine,Lviv Oblast,Lviv,UNKNOWN,CRS0003,DevOps,MGR0007,IN PROGRESS,Заявка,WARM,60,telegram,broadcast,pmax_bezkoshtovnij_kurs_z_data_analitiki_ua,ad_5,nan,/ua/devops,DESKTOP,t.me,telegram,telegram,49580.0,UAH,True,True,Sylwia Semenowicz,Orest K.,sylwia.semenowicz6555@ukr.net
LEAD0028518,2025-02-03 00:00:00,2025-02-27 00:35:27,2025-03-02 00:00:00,2025-02-26 21:35:27,+380950438720,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0005,Front-End,MGR0005,WON,Успешно реализовано,WARM,41,telegram,broadcast,Search - Курс Data Analytics - EU,ad_6,nan,/ua/frontend,DESKTOP,t.me,telegram,telegram,26040.0,UAH,True,True,Joseph Sanchez,Ilarion D.,joseph.sanchez5530@icloud.com
LEAD0028519,2025-03-02 08:48:35,2025-05-02 00:42:07,2025-03-02 13:42:07,,+49591340733,Germany,Hamburg Region,Hamburg,DE,CRS0003,DevOps,MGR0007,LOST,Закрыто и не реализовано (спам),COLD,35,organic,organic,,nan,nan,/ua/devops,DESKTOP,google.com,organic,direct,52570.0,EUR,True,True,Holly Marosz,Orest K.,holly.marosz7553@yahoo.com
LEAD0028520,2025-03-02 08:58:02,2025-05-02 11:51:48,2025-03-02 13:51:48,,+380648808804,Ukraine,unknown,Odessa,UA,CRS0010,Python,MGR0004,IN PROGRESS,Принимает решение,COLD,41,email,email,pmax_eu,ad_8,nan,/ua/python,DESKTOP,nan,email,email,27250.0,UAH,True,True,Igor Rogov,Vasyl F.,igor.rogov847@yahoo.com
LEAD0028521,2025-03-02 09:08:28,2025-04-02 22:54:11,2025-03-02 16:54:11,,+380795181449,Ukraine,Lviv Oblast,Lviv,UA,CRS0014,AI Automation Bundle,MGR0003,IN PROGRESS,"ЯЩ (я еще горячий, но уже остываю)",COLD,16,facebook,cpc,52668241941290,ad_9,kw_0,/ua/ai-automation,MOBILE,facebook.com,meta,meta,21590.0,UAH,True,True,Valentin Vlasov,Oksana B.,valentin.vlasov9648@gmail.com
LEAD0028522,2025-03-02 10:38:42,2025-04-02 11:19:15,2025-03-02 19:19:15,,+380406251691,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0016,Python Developer,MGR0003,IN PROGRESS,Записан на пробное занятие,COLD,13,direct,notset,,nan,nan,/ua/python,DESKTOP,nan,direct,direct,29330.0,UAH,True,True,Kacper Homenko,Oksana B.,kacper.homenko3015@icloud.com
LEAD0028523,2025-03-02 00:00:00,2025-07-03 02:09:22,2025-03-02 14:52:41,2025-05-03 13:09:22,+48876711389,Poland,Krakow Region,Krakow,UA,CRS0015,Data Analytics (Free Intro),MGR0007,WON,Успешно реализовано,WARM,44,facebook,cpc,da_free_course_v2,ad_11,kw_2,/ua/data-analytics,MOBILE,facebook.com,meta,meta,0.0,PLN,True,True,Kamіlla Wiszowaty,Orest K.,kamіlla.wiszowaty9209@icloud.com
LEAD0028524,2025-03-02 10:50:53,2025-02-23 00:00:00,2025-03-02 15:51:41,2025-02-23 10:26:32,+380873238851,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0006,FullStack Java,MGR0003,WON,Успешно реализовано,HOT,54,email,email,ai_web_v1,ad_12,nan,/ua/fullstack,MOBILE,nan,email,email,38000.0,UAH,True,True,Avrelіj Antonova,Oksana B.,avrelіj.antonova8869@ukr.net
LEAD0028525,2025-03-02 11:40:20,2025-04-02 21:35:17,2025-03-02 13:35:17,,+380533888860,Ukraine,Lviv Oblast,Lviv,RU,CRS0010,Python,MGR0006,LOST,Закрыто и не реализовано (дорого),COLD,23,google,cpc,Search - Brand - Ukraine,ad_13,kw_4,/ua/python,DESKTOP,google.com,google,google,27280.0,UAH,True,True,Bogdan Murray,John Z.,bogdan.murray2747@gmail.com
LEAD0028526,2025-03-02 11:40:24,2025-04-02 03:25:00,2025-03-02 17:25:00,,+380393948703,Germany,Munich Region,Munchen,EN,CRS0005,Front-End,MGR0006,LOST,Закрыто и не реализовано (недозвон),COLD,0,facebook,cpc,ai_course_v1,ad_14,kw_5,/ua/frontend,MOBILE,facebook.com,meta,meta,28480.0,EUR,True,True,Andrіj Ochoa,John Z.,andrіj.ochoa7356@yahoo.com
LEAD0028527,2025-03-02 12:03:43,2025-06-02 01:36:46,2025-03-02 18:36:46,,+380402027474,Ukraine,Kharkiv Oblast,Unknown,RU,CRS0010,Python,MGR0003,LOST,Закрыто и не реализовано (недозвон),WARM,50,telegram,broadcast,Search - Курс Java - Ukraine (NEW),ad_15,nan,/ua/python,MOBILE,t.me,telegram,telegram,25020.0,UAH,True,True,Al'Bіna Garcia,Oksana B.,al'bіna.garcia648@gmail.com
LEAD0028528,2025-03-02 12:05:37,2025-02-28 23:36:51,2025-03-02 19:24:33,2025-02-28 18:36:51,+380167980681,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0002,Data Analytics,MGR0007,WON,Успешно реализовано,HOT,40,email,email,search - qa - eu,ad_16,nan,/ua/data-analytics,MOBILE,nan,email,email,35190.0,UAH,True,True,Dagmara Babenko,Orest K.,dagmara.babenko8541@gmail.com
LEAD0028529,2025-03-02 12:22:28,2025-06-02 16:54:20,2025-02-04 00:00:00,,notset,Ukraine,Odesa Oblast,Odessa,UA,CRS0008,IT Start (Free),MGR0006,LOST,Закрыто и не реализовано (не актуально),COLD,47,instagram,cpc,Search - QA - EU,ad_17,kw_8,/ua/start,DESKTOP,instagram.com,instagram,instagram,0.0,UAH,True,True,Ermolaj Rivera,John Z.,ermolaj.rivera9070@outlook.com
LEAD0028530,2025-03-02 12:30:31,2025-07-02 11:42:32,2025-05-02 08:42:32,,+380177904723,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0015,Data Analytics (Free Intro),MGR0005,LOST,Закрыто и не реализовано (перестал отвечать в чате),COLD,31,organic,organic,,nan,nan,/ua/data-analytics,MOBILE,google.com,organic,organic,0.0,UAH,True,True,Joy Chumak,Ilarion D.,joy.chumak3651@yahoo.com
LEAD0028531,2025-03-02 12:46:25,2025-04-02 07:25:05,2025-03-02 19:25:05,,+380029482372,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0012,QA,MGR0004,IN PROGRESS,"ЯЩ (я еще горячий, но уже остываю)",WARM,59,email,email,(organic),ad_1,nan,/ua/qa,MOBILE,nan,email,email,31730.0,UAH,True,True,Dustin Dzienis,Vasyl F.,dustin.dzienis3949@ukr.net
LEAD0028532,2025-03-02 12:47:54,2025-05-02 14:00:39,2025-04-02 06:00:39,,notset,Ukraine,Lviv Oblast,Lviv,RU,CRS0012,QA,MGR0007,LOST,Закрыто и не реализовано (дорого),COLD,13,direct,notset,,nan,nan,/ua/qa,DESKTOP,nan,direct,direct,36530.0,UAH,True,True,Zlatoslava Komar,Ores Tk.,zlatoslava.komar1013@gmail.com
LEAD0028533,2025-03-02 12:49:38,2025-06-02 07:18:53,2025-04-02 10:18:53,,+380468191046,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0015,Data Analytics (Free Intro),MGR0006,LOST,Закрыто и не реализовано (дорого),WARM,49,facebook,cpc,Search - Курс Data Analytics - EU,ad_3,kw_12,/ua/data-analytics,DESKTOP,facebook.com,meta,meta,0.0,UAH,True,True,Leon Pera,John Z.,leon.pera8613@yahoo.com
LEAD0028534,2025-03-02 12:58:43,2025-01-03 21:08:26,2025-03-02 14:37:18,2025-01-03 03:08:26,+380510072968,Ukraine,Odesa Oblast,Odessa,RU,CRS0015,Data Analytics (Free Intro),MGR0006,WON,Успешно реализовано,COLD,57,google,cpc,52668241941290,ad_4,kw_13,/ua/data-analytics,MOBILE,google.com,google,google,0.0,UAH,True,True,Jenna Solov'Ev,John Z.,jenna.solov'ev5013@gmail.com
LEAD0028535,2025-03-02 13:50:36,2025-06-02 14:39:45,2025-04-02 02:39:45,,+380545956199,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0002,Data Analytics,MGR0006,LOST,Закрыто и не реализовано (перестал брать трубку),COLD,29,instagram,cpc,pmax_ai_ua,ad_5,kw_14,/ua/data-analytics,TABLET,instagram.com,instagram,instagram,36640.0,UAH,True,True,Damian Antonov,John Z.,damian.antonov5610@outlook.com
LEAD0028536,,2025-03-16 14:33:38,2025-03-02 21:24:25,2025-03-14 20:33:38,+48950973136,Poland,Krakow Region,Krakow,UA,CRS0015,Data Analytics (Free Intro),MGR0007,WON,Успешно реализовано,WARM,24,facebook,cpc,Leads_DataAnalytics-Start_UA_May25,ad_6,kw_15,/ua/data-analytics,MOBILE,facebook.com,meta,meta,0.0,PLN,True,True,Eric Koch,Orest K.,eric.koch8182@icloud.com
LEAD0028537,2025-03-02 14:59:14,2025-06-02 10:43:21,2025-03-02 17:43:21,,+380942985325,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0016,Python Developer,MGR0003,LOST,Закрыто и не реализовано (не актуально),COLD,25,facebook,cpc,da_180526,ad_7,kw_16,/ua/python,DESKTOP,facebook.com,meta,META,32680.0,UAH,True,True,Veronika Campbell,Oksana B.,veronika.campbell942@icloud.com
LEAD0028538,2025-03-02 15:07:02,2025-06-02 06:32:01,2025-04-02 05:32:01,,+380562275718,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0012,QA,MGR0006,LOST,Закрыто и не реализовано (спам),COLD,22,instagram,cpc,pmax_1_1_ua,ad_8,kw_17,/ua/qa,MOBILE,instagram.com,instagram,instagram,30990.0,UAH,True,True,Lisa Afanas'Ev,John Z.,lisa.afanas'ev7420@icloud.com
LEAD0028539,2025-03-02 15:16:48,2025-06-03 05:44:18,2025-03-02 18:28:35,2025-04-03 22:44:18,+380855301586,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0012,QA,MGR0003,WON,Успешно реализовано,WARM,57,facebook,cpc,search_kursy_ua,ad_9,kw_18,/ua/qa,MOBILE,facebook.com,meta,meta,34790.0,UAH,True,True,Jerzy Boyer,Oksana B.,jerzy.boyer4360@ukr.net
